ID;Вода,г;белки,г;жиры,г;НЖК,г;ПНЖК,г;Холестерин,г;Моно-дисахариды,г;Крахмал,г;Углеводы,г;Пищ.волокна,г;Орг.кислоты,г;Зола,г;Na (натрий),мг;K (калий),мг;Ca (кальций),мг;Mg (магний),мг;P,мг;Fe (железо),мг;A,мкг;Бета-каротин,мкг;Ретиноловый эквивалент,мкг;Токоферолэквивалент,мкг;B1,мг;B2,мг;PP,мг;Ниациновый эквивалент,мкг;C,мкг;Алкоголь,%;ЭЦ,ккал
54-601-017-02;3623,407491;1196719,952;124611,3619;201528,5729;479,6488225;3538,309703;119178,2863;111404,0671;46677,52839;79516,7908;246848,2994;1487164,179;117509,7144;42232,88488;25452,80885;47241,13402;30716,01698;412151,9176;1538,980743;846,5624512;3068,105111;183979,0566;1988863,008;1936293,267;157768,4199;92275,78252;17332,11256;10294,07845;5664,030177
54-602-036-01;10493,19074;629697,6577;1197790,25;949216,942;609,0909091;17327,05728;499253,3136;1075510,841;224682,6025;448791,7169;1329784,052;917213,3413;40324,27188;15456,89434;27976,19532;36208,99211;21327,90361;650296,2933;4885,242022;3905,151357;21815,87106;1356650,759;11538057,86;9819606,341;1058943,12;583338,1175;89906,82962;78600;12973,83975
54-602-034-01;9668,271688;985249,5719;1333073,207;1195361,242;6742,69334;9395,854455;732512,0442;1335694,331;374762,7363;344050,9344;1544090,499;2032777,615;55558,02025;81382,18686;39559,10195;49343,42718;33115,6156;854016,5887;4745,909596;7028,388139;33506,17521;1331142,092;13136300,56;11066224,48;1386741,214;862684,5703;75438,66211;104021,875;17758,72919
54-602-037-01;12900,77603;446727,1951;1013940,574;891090,1725;953,3333333;4280,202432;83609,1477;591320,8607;46622,60589;133298,2436;1095963,061;504328,4139;34573,01419;3423,583454;12982,17283;22568,09945;13399,54393;531297,0967;1211,711196;2507,107908;12697,9359;540955,692;6504141,701;5089029,063;733469,6592;344388,8821;42541,05083;0;6994,733578
54-602-041-01;7863,485313;1682140,447;1104337,002;973670,7994;1309,95314;12681,56327;806567,0973;1437975,505;439694,683;221786,2419;1281937,244;2327572,685;128535,2749;44758,15117;44299,02251;61728,32402;47258,03275;852720,2527;6369,071307;6080,047701;24769,62403;1038059,049;9865446,436;6757453,203;1008135,652;619417,5277;61160,25897;6700;20164,45114
54-602-042-01;7528,860132;1370078,543;1271455,846;652442,3584;175,9969261;11405,73523;168886,9452;1023476,869;92509,6688;281998,4601;1240933,93;1852446,874;136466,3427;67937,35383;36758,28949;66587,38146;41033,10647;790789,6456;6171,133194;4707,714236;22152,11088;1281426,516;10181079,24;8967032,224;939182,8972;561279,3866;47898,41851;0;12174,72472
54-602-044-01;7584,478725;503692,7179;1947460,782;1138755,438;884,6155889;37024,77046;460154,4171;793670,489;277818,8988;226876,9981;2338561,608;1000566,639;21424,83076;6346,078105;20220,67243;37552,90307;18707,97828;2817276,79;18124,93907;20912,99565;41797,64622;1010210,947;14246838,18;8389922,154;3224548,287;784361,8418;316375,9229;6700;14515,34308
54-602-047-01;4750,438082;408322,1496;666970,188;741561,5081;3577,463807;19917,33551;532047,0029;802667,072;226434,5713;355262,619;1174094,154;640623,562;21131,10375;6087,244285;22583,6085;26604,96523;13613,6442;722021,719;8903,781629;3723,159589;16426,44799;1043190,754;8929996,886;7649847,867;901043,1917;440441,2544;91814,95774;6700;10209,32526
54-601-009-02;11292,55053;1868111,76;1272262,54;1020661,807;3696,740693;16252,29126;483739,4212;1138848,571;296037,9741;346073,4671;1663760,435;2426247,331;170315,3742;72981,05141;47579,01837;86099,67633;51359,73063;1035195,928;9054,404699;8291,454422;34090,51987;1579213,941;12694766,91;10110095,27;1277410,733;677683,1848;132121,9867;111,4837565;16672,49283
54-601-010-02;6845,211339;951766,4385;920913,3758;591023,5508;624,3181818;14398,63763;547621,7302;1028935,692;293966,8349;529415,8337;1054049,467;1388268,76;80145,54586;39621,73608;34661,05516;49028,21745;28395,598;633440,6066;5902,74834;2932,330952;15046,27056;1370109,919;9980310,318;8901550,325;769981,1714;495508,6322;59156,74952;78600;11825,35375
54-601-011-02;5094,394192;456459,8662;910716,0603;688411,6309;1811,333333;11518,35283;152704,5636;857387,8776;61452,44319;224150,4268;563637,0573;614938,5151;35687,62395;9767,534025;16688,36561;28125,32328;14655,99644;606186,1472;5517,6652;5187,796118;25642,17797;1113619,27;7963638,748;7748685,63;812089,3271;444349,7233;58844,99727;0;7274,826175
54-601-015-02;10467,68146;1266151,628;1248039,365;1113887,475;3805,754502;11799,83138;860301,2588;1579901,089;466023,804;384748,2782;1641523,475;2181557,096;84164,61609;66724,69708;43005,41244;54967,02;39078,01211;902710,976;4812,811853;7573,66021;28704,87162;1299538,838;13259928,73;9486067,419;1366293,831;755377,0653;72234,52565;46941,99512;19292,44195
54-601-050-01;7661,256804;788587,5492;477069,6925;614530,9216;15481,07034;17556,57954;121530,6687;450696,185;54040,13492;182580,7076;723089,6518;1017662,531;75961,26076;20708,5592;21503,38531;38338,04807;22581,89245;609783,199;10255,24208;5636,77453;25238,03773;691475,0284;6948070,045;5247803,146;668055,042;324667,544;56295,28876;91,36363636;6599,590399
54-601-019-01;7393,851295;627287,6584;1538034,863;744638,4375;1584,06791;14787,15549;542736,1925;1695572,184;317353,0277;483584,6909;1797334,995;863165,9257;46828,32373;5551,126803;27008,68096;35447,85682;19747,3227;835795,3947;4711,015871;4973,988259;29224,59879;1674347,655;14285456,11;9808780,259;1320004,109;663138,6042;97497,12034;16533,33333;15006,75927
54-601-005-02;6171,474645;767547,0132;452888,1498;400968,5311;3662,184617;11648,06019;201089,7724;407855,6002;113442,2441;206804,6283;780187,5383;941951,3173;72501,41008;21793,366;25332,28941;37616,03242;21480,93262;555097,5286;5890,752187;2217,860861;9971,424444;780822,7119;7109643,879;5631142,895;500692,3707;357780,6316;51072,1879;17894,07845;6511,045567
54-601-006-01;10807,59893;1231995,909;1227250,141;1337767,158;16827,00832;13741,89534;902722,334;1509397,394;443492,7827;301989,7869;1465453,78;1799250,402;79960,74586;22833,91972;43199,32982;50776,19921;38076,14406;804832,4845;7429,27875;7280,350698;31416,35746;1235132,828;12820307,36;11799645,86;1196879,538;693663,2232;98908,80358;628,125;19389,12388
54-601-029-01;7877,567372;367551,1952;1025953,053;1018701,823;271,4995314;8722,932393;354334,3581;914290,8413;187728,3526;150475,1695;1083453,51;1108258,896;18982,35644;77362,61917;17096,43911;27138,25205;13277,73941;672163,6815;4344,430446;9767,38996;32746,3813;938258,4368;9311873,123;7097962,846;1205750,227;583232,2695;78482,75478;0;10441,5686
54-701-019-01;7930,196393;752344,9567;542643,7052;501656,1663;3323,926606;8884,044008;212585,645;486889,1825;107760,3495;166934,6666;587810,968;1335633,614;77512,26809;81863,02502;22747,44376;45112,08119;21438,08977;491049,6105;5454,046228;2840,227521;13873,00673;690253,5114;5722322,992;6114762,539;577891,9406;278159,8495;45522,48127;14300;6160,183665
54-601-027-01;14953,90443;747064,1973;785262,0626;769027,7087;1949,994377;3269,529064;733271,3579;1069841,8;372089,6104;163991,9376;1057742,459;1811944,069;51454,58772;84692,15129;31528,26692;33287,95593;24483,83667;600914,3547;957,3477359;4065,238771;18204,05387;735578,2873;6534945,185;5808612,035;704751,3258;449705,8465;46846,56699;1383,567943;14222,30729
54-601-028-02;6678,816717;470773,3124;717339,1589;626793,6204;76,72680412;10251,51969;248032,8171;633185,2125;193495,7455;221095,296;1133491,146;691777,8233;38771,74209;17959,17484;16874,44165;29992,39229;13836,54648;667636,1737;7274,574593;5932,366069;18454,92165;879200,424;10733213,57;6968811,665;927993,4074;435094,7443;161139,0907;4809,60961;7164,64317
54-602-030-01;5130,490155;313865,0449;932242,8155;758420,3267;6167,216228;14351,47581;232680,9352;859132,8726;104802,1558;441136,8033;1241623,879;421342,2018;16327,70819;4747,390649;17987,21097;27056,6086;12230,81472;555458,6072;5635,711645;5010,984515;24148,39896;1254586,579;10895291,41;8856053,636;937932,2327;536942,6238;104365,6183;47666,66667;7992,514105
54-602-014-01;6083,671508;836667,9482;271646,0799;541251,431;460,4281346;15531,04231;429016,6129;407378,5659;185427,8116;262455,8514;717398,5293;1397333,606;72122,21263;64321,79091;28438,72432;41872,25055;23677,19459;410244,6904;7763,390873;3145,728139;8665,11939;626037,0609;4926186,774;4280382,865;385464,7837;232894,3859;32156,37094;0;8430,770121
54-602-013-01;5983,289851;521802,3037;718803,9597;845046,0722;227,2727273;27066,56914;165120,7772;813532,3621;78643,38008;366100,5375;1359062,838;781916,6993;41224,04423;17465,63116;22930,65491;37619,57516;17287,0229;879407,76;8190,65321;8295,062665;27840,06081;1060591,828;10164017,67;8484500,401;1120138,26;540980,1542;158098,1707;43619,48864;8268,861551
54-701-024-01;3488,937839;458078,8027;404859,9388;362265,2312;1152,691346;3662,832496;357627,0549;499600,1115;173175,6143;104929,5149;556430,6237;705484,7725;32003,45218;16345,33467;15998,28549;18763,95039;13546,95408;248732,4911;1616,519676;1742,602135;9219,622026;404119,055;3607424,247;3298883,398;337911,6919;216345,0651;29884,32533;0;7313,173402
54-601-008-01;6952,833111;861459,3416;850392,1011;421844,9777;1458,679594;11553,35531;181941,8456;618855,2154;85503,60807;471553,3756;536034,0578;1230562,777;82441,58762;38879,98026;28700,57834;48793,08034;28697,58807;446128,8523;6849,113163;4017,279701;14987,25892;1145799,441;9649762,684;8925450,669;860661,7897;479873,3185;60290,28632;250020,1201;6784,991933
54-701-023-01;2608,543375;339804,7166;372942,2158;377970,225;974,0549828;5727,771449;75818,73498;364640,9633;31614,3983;72448,51908;400661,9815;404412,7491;31196,82883;3118,631376;9769,507316;17415,03036;9779,686323;448858,9791;2737,8652;3043,728753;5719,996886;348270,5726;3899218,167;3592916,583;547068,3593;202193,4454;41083,08887;0;3917,179231
54-701-022-01;5545,31955;573850,8021;1045327,3;707745,1627;5372,507721;14146,36714;238353,3159;942705,4283;126474,2049;234138,8163;1218602,498;982490,7369;43114,68914;36310,79177;20631,74091;34177,78593;20020,5604;804507,4938;7490,286386;8573,869541;28676,43829;1117111,703;10096050,15;8261676,833;1185328,154;560897,9542;108592,8141;47686,78679;9659,23313
54-701-011-01;5430,952945;811398,378;756427,2324;460163,289;2901,852592;10326,98609;146198,1568;589523,9242;64673,45374;232864,1213;950829,1514;1078250,261;74435,93739;39168,54091;23569,01084;43107,00984;23310,57902;646659,8079;2743,341375;4378,881496;23232,21511;872856,8304;7388548,25;6726469,038;842985,7049;435101,185;72845,35192;8953,453453;8720,564395
54-701-014-01;5008,496652;431598,9443;693579,7033;399097,0066;2817,786148;11940,476;169825,2852;496517,5588;106262,7828;198665,483;717296,6318;747364,7083;42546,02452;34793,30224;15004,58778;27546,43106;14021,40285;451489,9347;5538,68963;3466,215432;13975,6502;797147,4068;6553028,647;5413239,595;690046,8764;360754,0004;59450,20735;45224,69697;5499,03665
54-602-006-01;27303,89669;1394205,037;2744373,136;1752230,612;7865,74922;19440,97772;1810026,916;3597891,973;923035,6123;527187,803;3146613,295;2945478,828;71375,93221;86052,6238;63985,09553;55708,20459;41691,53481;945283,3971;9078,427439;9722,664751;45628,66416;2225948,07;17349422,89;12921423,39;1664801,39;1104225,85;97148,07681;8255,74512;36881,25937
54-701-016-01;12608,85449;1847896,685;1380769,175;2646784;1730,179126;12740,78157;1483043,743;2505736,338;802610,95;342536,0707;1705157,165;2721393,329;85467,97036;14017,05689;56679,1243;56889,70211;53003,77184;1092815,254;7008,646106;10629,21749;53661,61903;1325648,491;18699519,65;14572299,33;1654665,666;1148915,891;71363,91612;17373,90152;28594,18112
54-701-017-01;4404,035153;165217,938;873414,5005;497513,9185;3262;15615,37401;138908,3734;687020,4236;53768,40271;218065,5535;1209783,222;690504,7645;14452,72827;76832,15069;13289,08859;26890,57514;6171,834451;532037,8935;8084,266667;3978,468912;10938,01803;1094089,491;8772618,771;7563204,89;727126,4011;381888,5553;39267,03863;0;6336,251075
54-602-033-01;5028,031707;831257,1898;748139,2205;639454,1491;446,6666667;6921,475068;81442,3364;649554,9082;43559,63827;173025,3325;712502,2349;1138204,807;75934,23588;37882,88559;21093,68936;39180,1394;26145,80641;405609,5579;3518,21726;4353,547367;21617,3815;757782,0954;7049240,786;6183542,673;640840,3331;394531,6021;37024,19257;14391,36364;6744,017781
54-602-032-01;9551,023405;1167416,954;975492,9613;882835,1942;1743,018575;19034,60929;815645,7422;1048451,536;374533,1027;428515,8826;1170987,425;2241311,996;85618,1487;85547,51594;45352,55117;63022,18479;37425,25464;1022682,878;10906,80671;6614,675743;12839,38973;1112584,334;11391547,39;11334332,22;1497399,823;641673,1685;139501,0049;253594,0785;15967,35235
54-701-018-01;4214,469032;299382,8149;732806,7607;557457,5806;1326,310334;12205,15456;131206,3293;382821,3081;74060,46395;180642,4013;1343609,884;433997,0044;20666,36954;2878,190338;13196,13827;22585,51911;11775,869;905722,5075;5887,631074;8459,325499;18323,55769;834288,1906;8003319,38;6341464,081;1162357,336;438997,8676;109000,2382;14928,125;6397,497212
54-602-005-01;7499,820584;1060741,26;1540469,978;944506,5472;1812,386509;16928,86534;412212,0919;1435388,796;224678,0809;277368,8815;1249015,299;1526880,94;85746,09604;40425,83877;33197,28052;50779,14795;32515,88238;965087,9981;5570,461524;5777,421455;30294,93994;1461946,112;12445218,97;10073838,09;1183349,302;681476,6558;92211,20674;7348,24512;15613,09492
54-602-004-01;13240,61036;1641816,563;1638348,218;1273359,463;4160;23287,63997;522249,0578;1694424,661;234899,9535;467901,0223;1857504,61;2171906,178;135802,5793;46876,01815;47617,69794;79601,88222;49246,35452;1336647,16;5943,016324;6499,771773;33203,85338;1843682,325;17586666,09;14775371,36;1657084,14;903281,3576;135143,0876;91,36363636;19934,3631
54-701-036-01;10639,25049;544948,139;1113474,977;897468,1358;5821,876651;10189,04737;362923,7602;831706,9763;184430,9454;265304,5854;1099193,128;858644,3182;36905,413;14256,63616;22268,00974;30262,56405;19435,50924;731756,8539;5909,798159;6859,264465;28353,49392;1117117,412;10291769,21;8724446,233;1044704,635;577001,0085;114069,9221;14928,125;10463,07242
54-701-031-01;15233,20889;1117408,383;1008843,925;1427508,653;2480,606061;16193,73151;393848,4637;923928,9779;185747,9785;279640,3233;1257073,364;1775720,387;85785,59246;64985,71153;34760,19664;56562,3383;35289,02845;783377,2878;8690,02187;9075,416177;32817,95444;1211002,22;10531186,53;10055661,91;1193516,806;664109,8712;95599,70193;0;13123,56769
54-701-013-01;7501,429796;1157558,369;904271,4961;941500,2226;5217,709985;12144,02326;812195,7202;1433744,891;412986,7527;334636,9192;1477889,696;1816002,227;79686,00557;40251,13525;38569,25277;45523,36672;34570,36625;718677,1967;4565,860768;5223,825988;22775,97015;1092666,804;10221008,5;7568651,517;1006897,19;576159,2005;82250,84446;14928,125;17044,23585
54-602-031-01;5690,504428;412793,8113;884860,1317;834691,3224;544,1666667;13612,76925;167445,3259;712320,1068;57931,35828;233539,4108;895777,7185;1077450,598;29833,99673;79071,78759;20435,29822;34940,02202;14725,47105;541411,3872;6961,052917;4643,386591;24057,50777;1159302,023;8868545,917;8225240,086;768756,089;480016,0402;40167,15244;10741,99512;7130,988077
54-701-039-01;6444,296801;500910,6461;741755,9695;900395,5753;1748,634557;13593,84427;942916,5626;1111642,331;506630,4191;285126,0132;1180209,234;1151075,407;12778,94183;35218,10741;26659,53425;25451,2418;17246,02998;565499,8111;5974,62677;7189,847142;14881,82215;930726,4677;8978309,028;7269995,929;995867,1056;533766,9263;129522,7352;42900;14297,75301
54-701-018-02;6024,79683;488319,3237;738784,2258;1014327,02;6213,119481;11231,61361;837230,5367;1064333,601;412297,4737;203200,4146;1009950,555;916124,8504;12289,9478;4182,232666;23875,98239;16639,0564;16890,75197;356653,9615;7100,475704;3169,474966;13565,3724;797534,6402;6455833,457;7134486,553;705607,0349;445227,5375;65061,44259;14300;13194,33724
54-701-015-01;6646,111682;738321,2199;332889,6548;628346,7528;673,9393939;14191,78694;166222,6073;289625,4932;85151,2455;106656,5022;420831,683;1390728,405;79582,33412;84321,58999;21539,32315;44542,63732;21030,93078;696318,0131;8654,236385;2745,79887;14492,62748;424458,9251;5529780,414;4941297,954;620415,2443;278747,3597;75868,16623;6700;5601,090457
54-602-026-01;7900,757026;1026070,765;992454,9369;842251,9789;2013,225466;12464,34747;390713,152;1141940,061;203267,7174;276108,645;1130926,724;1473019,09;81622,90623;39305,66287;29936,37702;46759,54917;29514,24917;659882,7999;6597,315795;6873,327378;28511,01798;1012509,831;9718044,448;8008648,77;1061503,441;558860,1966;73622,7307;47758,0303;13002,46417
54-701-041-01;5620,871321;711073,0636;609019,43;714860,8166;2163,719842;6984,40195;762481,0502;920550,7312;379270,3432;188631,4632;904776,1618;1208434,902;34023,05264;18868,18178;26145,22988;23197,6204;22666,29506;500438,0481;4227,39702;5063,859694;15403,29406;653521,866;5009690,529;4543320,526;737490,4775;381754,2132;62712,9538;2253,453453;13537,31787
54-701-014-02;6219,749646;797555,8848;584508,9461;526648,5483;3181,580294;14131,47785;505276,384;450182,3708;369943,7188;304249,4364;633736,7853;1016802,519;75108,53391;21641,08238;24696,04491;43259,08757;24578,69888;624265,4055;6190,71762;4553,522243;17061,99647;798215,1525;7143266,575;5424684,532;602488,3789;352785,8964;74326,0443;17252,82197;7233,879196
54-602-008-01;10238,74944;1439968,219;771152,4628;869850,2587;1211,65339;11906,09219;326311,7817;518844,9703;143162,0865;233367,4229;1391734,729;2104746,278;131614,3981;88002,20069;40445,58447;70024,03506;40324,25193;878914,6022;5046,730392;8486,382299;30798,10042;858706,0747;10173047,93;7803524,457;1118520,471;571425,9795;77852,25019;2253,453453;11993,36421
54-701-012-01;5142,628708;237299,1017;765179,5863;767418,9461;750,8177132;14648,15548;187147,271;716631,6041;54989,79064;341913,7813;1039062,786;528418,7444;12330,81472;33906,67338;16426,33742;25154,47747;8609,556271;449810,0046;6950,269357;4523,408817;19864,25771;950459,728;8576772,529;8864567,675;630015,5171;390273,8711;40720,65063;14300;6236,438482
